故障编号,故障名称,故障现象,故障原因,解决办法
urma_336,urma_cmd_create_jfce 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_create_jfce 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_337,urma_cmd_advise_jetty 校验 context 无效导致处理流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_advise_jetty 在执行处理前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_338,urma_cmd_alloc_jfr 校验 context 无效导致分配流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_alloc_jfr 在执行分配前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_339,urma_cmd_alloc_jfr 分配 JFR 临时参数失败导致分配流程无法继续,"关键日志：依次匹配 `ioctl failed in urma_cmd_alloc_jfr, ret:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_cmd_alloc_jfr 需要为 JFR 构造命令参数、资源描述或临时缓存，但内存分配返回失败，后续 provider 调用或驱动命令缺少必要入参，因此当前 URMA 操作被阻断。,无
urma_340,urma_cmd_free_jfr 校验 context 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_free_jfr 在执行释放前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_341,urma_cmd_set_jfr_opt 校验 JFR 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_set_jfr_opt 在执行设置前发现调用方传入的 JFR 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_342,urma_cmd_set_jfr_opt 校验 context 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_set_jfr_opt 在执行设置前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_343,init_create_jetty_cmd 校验 Jetty 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,init_create_jetty_cmd 在执行创建前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_344,init_create_jetty_cmd 校验 Jetty 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,init_create_jetty_cmd 在执行创建前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_345,urma_cmd_create_jetty 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_create_jetty 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_346,urma_cmd_create_jetty URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,关键日志：匹配 failed to init create jetty cmd；日志路径：URMA_LOG_PATH,urma_cmd_create_jetty 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 Jetty 状态。,无
urma_347,urma_cmd_create_jetty URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,关键日志：匹配 failed to fill jetty cfg；日志路径：URMA_LOG_PATH,urma_cmd_create_jetty 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 Jetty 状态。,无
urma_348,urma_cmd_delete_jetty_batch 校验 设备 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_delete_jetty_batch 在执行删除前发现调用方传入的 设备 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_349,urma_cmd_delete_jetty_batch 装载或匹配 provider 失败导致设备驱动能力不可用,"关键日志：匹配 `jetty not from the same dev, cannot delete in a batch, index:`；日志路径：URMA_LOG_PATH",urma_cmd_delete_jetty_batch 在初始化或注册设备时未能打开 provider 动态库、获取动态库路径、匹配驱动名称或完成 provider 注册，导致 URMA 用户态无法绑定对应设备的 provider 操作集。,无
urma_350,urma_cmd_delete_jetty_batch 分配 Jetty 临时参数失败导致删除流程无法继续,关键日志：匹配 Failed to malloc buffer；日志路径：URMA_LOG_PATH,urma_cmd_delete_jetty_batch 需要为 Jetty 构造命令参数、资源描述或临时缓存，但内存分配返回失败，后续 provider 调用或驱动命令缺少必要入参，因此当前 URMA 操作被阻断。,无
urma_351,urma_cmd_create_jetty_grp 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_create_jetty_grp 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_352,urma_cmd_alloc_jetty 校验 context 无效导致分配流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_alloc_jetty 在执行分配前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_353,urma_cmd_alloc_jetty 分配 Jetty 临时参数失败导致分配流程无法继续,关键日志：匹配 failed to init alloc jetty cmd；日志路径：URMA_LOG_PATH,urma_cmd_alloc_jetty 需要为 Jetty 构造命令参数、资源描述或临时缓存，但内存分配返回失败，后续 provider 调用或驱动命令缺少必要入参，因此当前 URMA 操作被阻断。,无
urma_354,urma_cmd_alloc_jetty URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,关键日志：匹配 failed to fill jetty cfg；日志路径：URMA_LOG_PATH,urma_cmd_alloc_jetty 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 Jetty 状态。,无
urma_355,urma_cmd_free_jetty 校验 context 无效导致释放流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_free_jetty 在执行释放前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_356,urma_cmd_set_jetty_opt 校验 Jetty 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_set_jetty_opt 在执行设置前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_357,urma_cmd_set_jetty_opt 校验 context 无效导致设置流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_set_jetty_opt 在执行设置前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_358,urma_cmd_get_net_addr_list 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_get_net_addr_list 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_359,urma_cmd_create_notifier 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_cmd_create_notifier 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_360,urma_cmd_create_notifier URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：依次匹配 `ioctl failed in urma_cmd_create_notifier, ret:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_cmd_create_notifier 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 URMA 对象 状态。,无
urma_361,urma_create_jfc 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_create_jfc 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_362,urma_create_jfc 校验 context 无效导致创建流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_create_jfc 在执行创建前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_363,urma_create_jfc 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：依次匹配 `jfc cfg depth of range, depth:`、`, max_depth:`；日志路径：URMA_LOG_PATH",urma_create_jfc 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_364,urma_create_jfc 执行创建 设备 失败导致当前资源状态无法推进,"关键日志：依次匹配 `[DRV_ERR]Failed to create jfc, dev_name:`、`, eid_idx:`；日志路径：URMA_LOG_PATH",urma_create_jfc 调用下层 provider、bond 组件或系统接口处理 设备 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_365,urma_delete_jfc_batch 校验 JFC 无效导致删除流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_delete_jfc_batch 在执行删除前发现调用方传入的 JFC 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_366,urma_delete_jfc_batch 分配 context 临时参数失败导致删除流程无法继续,关键日志：匹配 Failed to alloc memory；日志路径：URMA_LOG_PATH,urma_delete_jfc_batch 需要为 context 构造命令参数、资源描述或临时缓存，但内存分配返回失败，后续 provider 调用或驱动命令缺少必要入参，因此当前 URMA 操作被阻断。,无
