故障编码,故障域,故障名称,故障表现（验证方法）,故障原因,解决办法
urma_250,URMA,绑定Jetty过程中依赖步骤失败,关键日志：匹配`urma_bind_jetty_async`，匹配`Not allowed to bind local jetty:`，匹配`of mode:`，匹配`with remote jetty:`，匹配`of mode:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于绑定Jetty，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_251,URMA,绑定Jetty过程中依赖步骤失败,"关键日志：匹配`urma_bind_jetty_async`，匹配`Not allowed to bind local jetty:`，匹配`, with remote jetty:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于绑定Jetty，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_252,用户,URMA context、provider操作表、Jetty对象、目标Jetty对象、provider未提供bind_jetty_async操作实现无效导致绑定Jetty失败,关键日志：匹配`urma_bind_jetty_async`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于绑定Jetty，调用方传入的URMA context、provider操作表、Jetty对象、目标Jetty对象、provider未提供bind_jetty_async操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_253,用户,URMA context、provider操作表、Jetty对象、目标Jetty对象无效导致解绑Jetty失败,关键日志：匹配`urma_unbind_jetty_async`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于解绑Jetty，调用方传入的URMA context、provider操作表、Jetty对象、目标Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_254,URMA,解绑TP过程中依赖步骤失败,关键日志：匹配`urma_unbind_jetty_async`，匹配`Not allowed to call unbind as the tp mode of jetty :`，匹配`is:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于解绑TP，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_255,用户,URMA context、provider操作表、Jetty对象、provider未提供unbind_jetty_async操作实现无效导致解绑Jetty失败,关键日志：匹配`urma_unbind_jetty_async`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于解绑Jetty，调用方传入的URMA context、provider操作表、Jetty对象、provider未提供unbind_jetty_async操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_256,用户,URMA context、设备对象、provider操作表、Jetty对象无效导致分配Jetty失败,关键日志：匹配`urma_alloc_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于分配Jetty，调用方传入的URMA context、设备对象、provider操作表、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_257,用户,URMA context、设备对象、provider操作表、Jetty对象无效导致分配Jetty失败,关键日志：匹配`urma_alloc_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于分配Jetty，调用方传入的URMA context、设备对象、provider操作表、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_258,用户,URMA context、设备对象、Jetty对象无效导致分配Jetty失败,关键日志：匹配`urma_alloc_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于分配Jetty，调用方传入的URMA context、设备对象、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_259,用户,URMA context、provider操作表无效导致分配Jetty失败,关键日志：匹配`urma_alloc_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于分配Jetty，调用方传入的URMA context、provider操作表不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_260,用户,URMA context、provider操作表、provider未提供alloc_jetty操作实现无效导致分配Jetty失败,关键日志：匹配`urma_alloc_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于分配Jetty，调用方传入的URMA context、provider操作表、provider未提供alloc_jetty操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_261,OS,Jetty相关临时结构或命令参数分配失败,关键日志：匹配`urma_alloc_jetty`，匹配`alloc_jetty failed.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数在分配Jetty前需要申请命令参数、资源描述或临时缓存，内存分配失败会阻断后续URMA资源处理。,无
urma_262,用户,URMA context、Jetty对象无效导致设置Jetty失败,关键日志：匹配`urma_set_jetty_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置Jetty，调用方传入的URMA context、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_263,URMA,设置Jetty过程中依赖步骤失败,"关键日志：匹配`urma_set_jetty_opt`，匹配`Failed to set opt, jetty has been activated`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于设置Jetty，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_264,用户,provider操作表、Jetty对象无效导致设置Jetty失败,关键日志：匹配`urma_set_jetty_opt`，匹配`invalid opt id or opt len`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置Jetty，调用方传入的provider操作表、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_265,用户,URMA context、provider操作表、Jetty对象、provider未提供set_jetty_opt操作实现无效导致设置Jetty失败,关键日志：匹配`urma_set_jetty_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置Jetty，调用方传入的URMA context、provider操作表、Jetty对象、provider未提供set_jetty_opt操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_266,URMA,Jetty清理阶段下层释放操作失败,关键日志：匹配`urma_set_jetty_opt`，匹配`Failed to exec urma_delete_jetty_to_jetty_grp.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责释放或撤销Jetty相关资源，下层provider、驱动或引用状态返回失败，可能残留已创建的URMA资源。,无
urma_267,URMA,设置Jetty过程中依赖步骤失败,关键日志：匹配`urma_set_jetty_opt`，匹配`Failed to exec urma_jetty_set_options.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置Jetty，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_268,URMA,设置设备过程中依赖步骤失败,关键日志：匹配`urma_set_jetty_opt`，匹配`UB dev should use share jfr!`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置设备，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_269,URMA,设置Jetty过程中依赖步骤失败,关键日志：匹配`urma_set_jetty_opt`，匹配`Failed to exec ops->set_jetty_opt.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置Jetty，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_270,URMA,设置Jetty过程中依赖步骤失败,关键日志：匹配`urma_set_jetty_opt`，匹配`Failed to exec urma_add_jetty_to_jetty_grp.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置Jetty，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_271,用户,Jetty对象无效导致获取Jetty失败,关键日志：匹配`urma_get_jetty_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于获取Jetty，调用方传入的Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_272,用户,URMA context、provider操作表、Jetty对象、provider未提供get_jetty_opt操作实现无效导致获取Jetty失败,关键日志：匹配`urma_get_jetty_opt`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于获取Jetty，调用方传入的URMA context、provider操作表、Jetty对象、provider未提供get_jetty_opt操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_273,URMA,获取Jetty过程中依赖步骤失败,关键日志：匹配`urma_get_jetty_opt`，匹配`Failed to exec ops->get_jetty_opt.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于获取Jetty，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_274,用户,provider操作表、Jetty对象无效导致激活Jetty失败,关键日志：匹配`urma_active_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活Jetty，调用方传入的provider操作表、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_275,用户,URMA context、provider操作表、Jetty对象无效导致激活Jetty失败,关键日志：匹配`urma_active_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活Jetty，调用方传入的URMA context、provider操作表、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_276,用户,URMA context、provider操作表、Jetty对象无效导致激活Jetty失败,关键日志：匹配`urma_active_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活Jetty，调用方传入的URMA context、provider操作表、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_277,用户,URMA context无效导致激活Jetty失败,关键日志：匹配`urma_active_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活Jetty，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_278,URMA,Jetty数据通路处理失败,关键日志：匹配`urma_active_jetty`，匹配`Jetty state is wrong in active_jetty.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数处理URMA数据收发路径，需要完成WR转换、投递、完成事件处理或重传，相关对象状态或下层操作失败导致数据通路中断。,无
urma_279,URMA,激活JFC过程中依赖步骤失败,关键日志：匹配`urma_active_jetty`，匹配`jfc or jfr has not activated.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活JFC，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_280,用户,URMA context、provider操作表、JFR对象、Jetty对象、provider未提供active_jetty操作实现无效导致激活Jetty失败,关键日志：匹配`urma_active_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活Jetty，调用方传入的URMA context、provider操作表、JFR对象、Jetty对象、provider未提供active_jetty操作实现不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_281,URMA,激活Jetty过程中依赖步骤失败,关键日志：匹配`urma_active_jetty`，匹配`Failed to exec ops->active_jetty.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于激活Jetty，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_282,用户,provider操作表、Jetty对象无效导致去激活Jetty失败,关键日志：匹配`urma_deactive_jetty`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于去激活Jetty，调用方传入的provider操作表、Jetty对象不满足接口前置条件，无法继续完成本次URMA操作。,无
